+=====+========+========+========+
|  #  | Cipher | Plain  |  Key   | Proof: Cipher ⊕ Plain = Key
| 397 | KHHLTK | TRILIT | TRKLTT | [011 001 001 100 111 011] ⊕ [111 101 010 100 010 111] = [111 101 011 100 111 111]
| 398 | KHHLTK | TRILLI | TRKLTK | [011 001 001 100 111 011] ⊕ [111 101 010 100 100 010] = [111 101 011 100 111 011]
| 399 | KHHLTK | TRILLS | TRKLTT | [011 001 001 100 111 011] ⊕ [111 101 010 100 100 110] = [111 101 011 100 111 111]
| 400 | KHHLTK | TRISTE | TRKSTK | [011 001 001 100 111 011] ⊕ [111 101 010 110 111 000] = [111 101 011 110 111 011]
| 401 | KHHLTK | TRITER | TRKTTT | [011 001 001 100 111 011] ⊕ [111 101 010 111 000 101] = [111 101 011 111 111 111]
| 402 | KHHLTK | TSETSE | TTHTTK | [011 001 001 100 111 011] ⊕ [111 110 000 111 110 000] = [111 111 001 111 111 011]
| 403 | KHHLTK | TSKTSK | TTKTTK | [011 001 001 100 111 011] ⊕ [111 110 011 111 110 011] = [111 111 011 111 111 011]
+=====+========+========+========+
+=====+========+========+========+
|  #  | Cipher | Plain  |  Key   | Proof: Cipher ⊕ Plain = Key
+=====+========+========+========+
|   1 | KTHLLE | EELIER | KTRSLR | [011 111 001 100 100 000] ⊕ [000 000 100 010 000 101] = [011 111 101 110 100 101]
|   2 | KTHLLE | EERIER | KTRSLR | [011 111 001 100 100 000] ⊕ [000 000 101 010 000 101] = [011 111 101 110 100 101]
|   3 | KTHLLE | EHLITE | KTRSTE | [011 111 001 100 100 000] ⊕ [000 001 100 010 111 000] = [011 111 101 110 111 000]
|   4 | KTHLLE | EISELE | KTTLLE | [011 111 001 100 100 000] ⊕ [000 010 110 000 100 000] = [011 111 111 100 100 000]
|   5 | KTHLLE | EISELL | KTTLLL | [011 111 001 100 100 000] ⊕ [000 010 110 000 100 100] = [011 111 111 100 100 100]
|   6 | KTHLLE | EISLER | KTTLLR | [011 111 001 100 100 000] ⊕ [000 010 110 100 000 101] = [011 111 111 100 100 101]
|   7 | KTHLLE | EITHER | KTTRLR | [011 111 001 100 100 000] ⊕ [000 010 111 001 000 101] = [011 111 111 101 100 101]
|   8 | KTHLLE | ELEELE | KTHLLE | [011 111 001 100 100 000] ⊕ [000 100 000 000 100 000] = [011 111 001 100 100 000]
|   9 | KTHLLE | ELISEE | KTKSLE | [011 111 001 100 100 000] ⊕ [000 100 010 110 000 000] = [011 111 011 110 100 000]
|  10 | KTHLLE | ELITES | KTKTLS | [011 111 001 100 100 000] ⊕ [000 100 010 111 000 110] = [011 111 011 111 100 110]
|  11 | KTHLLE | ELLETT | KTRLTT | [011 111 001 100 100 000] ⊕ [000 100 100 000 111 111] = [011 111 101 100 111 111]
|  12 | KTHLLE | ERRITE | KTRSTE | [011 111 001 100 100 000] ⊕ [000 101 101 010 111 000] = [011 111 101 110 111 000]
|  13 | KTHLLE | ESKERS | KTKLRS | [011 111 001 100 100 000] ⊕ [000 110 011 000 101 110] = [011 111 011 100 101 110]
|  14 | KTHLLE | ESKILL | KTKSLL | [011 111 001 100 100 000] ⊕ [000 110 011 010 100 100] = [011 111 011 110 100 100]
|  15 | KTHLLE | ESTELE | KTTLLE | [011 111 001 100 100 000] ⊕ [000 110 111 000 100 000] = [011 111 111 100 100 000]
|  16 | KTHLLE | ESTELI | KTTLLI | [011 111 001 100 100 000] ⊕ [000 110 111 000 100 010] = [011 111 111 100 100 010]
|  17 | KTHLLE | ESTELL | KTTLLL | [011 111 001 100 100 000] ⊕ [000 110 111 000 100 100] = [011 111 111 100 100 100]
|  18 | KTHLLE | ESTERS | KTTLRS | [011 111 001 100 100 000] ⊕ [000 110 111 000 101 110] = [011 111 111 100 101 110]
|  19 | KTHLLE | ESTHER | KTTRLR | [011 111 001 100 100 000] ⊕ [000 110 111 001 000 101] = [011 111 111 101 100 101]
|  20 | KTHLLE | ESTILL | KTTSLL | [011 111 001 100 100 000] ⊕ [000 110 111 010 100 100] = [011 111 111 110 100 100]
|  21 | KTHLLE | ETHERS | KTHLRS | [011 111 001 100 100 000] ⊕ [000 111 001 000 101 110] = [011 111 001 100 101 110]
|  22 | KTHLLE | ETRIER | KTRSLR | [011 111 001 100 100 000] ⊕ [000 111 101 010 000 101] = [011 111 101 110 100 101]
|  23 | KTHLLE | ETTERS | KTTLRS | [011 111 001 100 100 000] ⊕ [000 111 111 000 101 110] = [011 111 111 100 101 110]
|  24 | KTHLLE | HEELER | KTHLLR | [011 111 001 100 100 000] ⊕ [001 000 000 100 000 101] = [011 111 001 100 100 101]
|  25 | KTHLLE | HEISEL | KTKSLL | [011 111 001 100 100 000] ⊕ [001 000 010 110 000 100] = [011 111 011 110 100 100]
|  26 | KTHLLE | HEISHI | KTKSRI | [011 111 001 100 100 000] ⊕ [001 000 010 110 001 010] = [011 111 011 110 101 010]
|  27 | KTHLLE | HEISTS | KTKSTS | [011 111 001 100 100 000] ⊕ [001 000 010 110 111 110] = [011 111 011 110 111 110]
|  28 | KTHLLE | HEKKER | KTKTLR | [011 111 001 100 100 000] ⊕ [001 000 011 011 000 101] = [011 111 011 111 100 101]
|  29 | KTHLLE | HELLER | KTRLLR | [011 111 001 100 100 000] ⊕ [001 000 100 100 000 101] = [011 111 101 100 100 101]
|  30 | KTHLLE | HELLES | KTRLLS | [011 111 001 100 100 000] ⊕ [001 000 100 100 000 110] = [011 111 101 100 100 110]
|  31 | KTHLLE | HELSIE | KTRSSE | [011 111 001 100 100 000] ⊕ [001 000 100 110 010 000] = [011 111 101 110 110 000]
|  32 | KTHLLE | HERILE | KTRSLE | [011 111 001 100 100 000] ⊕ [001 000 101 010 100 000] = [011 111 101 110 100 000]
|  33 | KTHLLE | HERRLE | KTRRLE | [011 111 001 100 100 000] ⊕ [001 000 101 101 100 000] = [011 111 101 101 100 000]
|  34 | KTHLLE | HERSIR | KTRSSR | [011 111 001 100 100 000] ⊕ [001 000 101 110 010 101] = [011 111 101 110 110 101]
|  35 | KTHLLE | HERTEL | KTRTLL | [011 111 001 100 100 000] ⊕ [001 000 101 111 000 100] = [011 111 101 111 100 100]
|  36 | KTHLLE | HERTER | KTRTLR | [011 111 001 100 100 000] ⊕ [001 000 101 111 000 101] = [011 111 101 111 100 101]
|  37 | KTHLLE | HESLER | KTTLLR | [011 111 001 100 100 000] ⊕ [001 000 110 100 000 101] = [011 111 111 100 100 101]
|  38 | KTHLLE | HESSEL | KTTSLL | [011 111 001 100 100 000] ⊕ [001 000 110 110 000 100] = [011 111 111 110 100 100]
|  39 | KTHLLE | HESTER | KTTTLR | [011 111 001 100 100 000] ⊕ [001 000 110 111 000 101] = [011 111 111 111 100 101]
|  40 | KTHLLE | HETTER | KTTTLR | [011 111 001 100 100 000] ⊕ [001 000 111 111 000 101] = [011 111 111 111 100 101]
|  41 | KTHLLE | HETTIE | KTTTSE | [011 111 001 100 100 000] ⊕ [001 000 111 111 010 000] = [011 111 111 111 110 000]
|  42 | KTHLLE | HIKERS | KTKLRS | [011 111 001 100 100 000] ⊕ [001 010 011 000 101 110] = [011 111 011 100 101 110]
|  43 | KTHLLE | HILLEL | KTRLLL | [011 111 001 100 100 000] ⊕ [001 010 100 100 000 100] = [011 111 101 100 100 100]
|  44 | KTHLLE | HILLER | KTRLLR | [011 111 001 100 100 000] ⊕ [001 010 100 100 000 101] = [011 111 101 100 100 101]
|  45 | KTHLLE | HILLET | KTRLLT | [011 111 001 100 100 000] ⊕ [001 010 100 100 000 111] = [011 111 101 100 100 111]
|  46 | KTHLLE | HILLIE | KTRLSE | [011 111 001 100 100 000] ⊕ [001 010 100 100 010 000] = [011 111 101 100 110 000]
|  47 | KTHLLE | HILLIS | KTRLSS | [011 111 001 100 100 000] ⊕ [001 010 100 100 010 110] = [011 111 101 100 110 110]
|  48 | KTHLLE | HIRERS | KTRLRS | [011 111 001 100 100 000] ⊕ [001 010 101 000 101 110] = [011 111 101 100 101 110]
|  49 | KTHLLE | HIRSEL | KTRSLL | [011 111 001 100 100 000] ⊕ [001 010 101 110 000 100] = [011 111 101 110 100 100]
|  50 | KTHLLE | HIRSLE | KTRSLE | [011 111 001 100 100 000] ⊕ [001 010 101 110 100 000] = [011 111 101 110 100 000]
|  51 | KTHLLE | HISSEL | KTTSLL | [011 111 001 100 100 000] ⊕ [001 010 110 110 000 100] = [011 111 111 110 100 100]
|  52 | KTHLLE | HISSER | KTTSLR | [011 111 001 100 100 000] ⊕ [001 010 110 110 000 101] = [011 111 111 110 100 101]
|  53 | KTHLLE | HISSES | KTTSLS | [011 111 001 100 100 000] ⊕ [001 010 110 110 000 110] = [011 111 111 110 100 110]
|  54 | KTHLLE | HISTER | KTTTLR | [011 111 001 100 100 000] ⊕ [001 010 110 111 000 101] = [011 111 111 111 100 101]
|  55 | KTHLLE | HISTIE | KTTTSE | [011 111 001 100 100 000] ⊕ [001 010 110 111 010 000] = [011 111 111 111 110 000]
|  56 | KTHLLE | HITHER | KTTRLR | [011 111 001 100 100 000] ⊕ [001 010 111 001 000 101] = [011 111 111 101 100 101]
|  57 | KTHLLE | HITLER | KTTLLR | [011 111 001 100 100 000] ⊕ [001 010 111 100 000 101] = [011 111 111 100 100 101]
|  58 | KTHLLE | HITTEL | KTTTLL | [011 111 001 100 100 000] ⊕ [001 010 111 111 000 100] = [011 111 111 111 100 100]
|  59 | KTHLLE | HITTER | KTTTLR | [011 111 001 100 100 000] ⊕ [001 010 111 111 000 101] = [011 111 111 111 100 101]
|  60 | KTHLLE | IIETTE | KTHTTE | [011 111 001 100 100 000] ⊕ [010 010 000 111 111 000] = [011 111 001 111 111 000]
|  61 | KTHLLE | ILLESS | KTRLSS | [011 111 001 100 100 000] ⊕ [010 100 100 000 110 110] = [011 111 101 100 110 110]
|  62 | KTHLLE | ILLEST | KTRLST | [011 111 001 100 100 000] ⊕ [010 100 100 000 110 111] = [011 111 101 100 110 111]
|  63 | KTHLLE | ILLISH | KTRSSH | [011 111 001 100 100 000] ⊕ [010 100 100 010 110 001] = [011 111 101 110 110 001]
|  64 | KTHLLE | ILLITE | KTRSTE | [011 111 001 100 100 000] ⊕ [010 100 100 010 111 000] = [011 111 101 110 111 000]
|  65 | KTHLLE | IRISES | KTKSLS | [011 111 001 100 100 000] ⊕ [010 101 010 110 000 110] = [011 111 011 110 100 110]
|  66 | KTHLLE | IRITIS | KTKTSS | [011 111 001 100 100 000] ⊕ [010 101 010 111 010 110] = [011 111 011 111 110 110]
|  67 | KTHLLE | IRRITE | KTRSTE | [011 111 001 100 100 000] ⊕ [010 101 101 010 111 000] = [011 111 101 110 111 000]
|  68 | KTHLLE | IRTISH | KTTSSH | [011 111 001 100 100 000] ⊕ [010 101 111 010 110 001] = [011 111 111 110 110 001]
|  69 | KTHLLE | ISLETS | KTRLTS | [011 111 001 100 100 000] ⊕ [010 110 100 000 111 110] = [011 111 101 100 111 110]
|  70 | KTHLLE | ISSEIS | KTTLSS | [011 111 001 100 100 000] ⊕ [010 110 110 000 010 110] = [011 111 111 100 110 110]
|  71 | KTHLLE | ISSITE | KTTSTE | [011 111 001 100 100 000] ⊕ [010 110 110 010 111 000] = [011 111 111 110 111 000]
|  72 | KTHLLE | ISTLES | KTTLLS | [011 111 001 100 100 000] ⊕ [010 110 111 100 000 110] = [011 111 111 100 100 110]
|  73 | KTHLLE | ITHIEL | KTHSLL | [011 111 001 100 100 000] ⊕ [010 111 001 010 000 100] = [011 111 001 110 100 100]
|  74 | KTHLLE | KEEKER | KTHTLR | [011 111 001 100 100 000] ⊕ [011 000 000 011 000 101] = [011 111 001 111 100 101]
|  75 | KTHLLE | KEELER | KTHLLR | [011 111 001 100 100 000] ⊕ [011 000 000 100 000 101] = [011 111 001 100 100 101]
|  76 | KTHLLE | KEELIE | KTHLSE | [011 111 001 100 100 000] ⊕ [011 000 000 100 010 000] = [011 111 001 100 110 000]
|  77 | KTHLLE | KEERIE | KTHRSE | [011 111 001 100 100 000] ⊕ [011 000 000 101 010 000] = [011 111 001 101 110 000]
|  78 | KTHLLE | KEISER | KTKSLR | [011 111 001 100 100 000] ⊕ [011 000 010 110 000 101] = [011 111 011 110 100 101]
|  79 | KTHLLE | KEITEL | KTKTLL | [011 111 001 100 100 000] ⊕ [011 000 010 111 000 100] = [011 111 011 111 100 100]
|  80 | KTHLLE | KELLER | KTRLLR | [011 111 001 100 100 000] ⊕ [011 000 100 100 000 101] = [011 111 101 100 100 101]
|  81 | KTHLLE | KELLET | KTRLLT | [011 111 001 100 100 000] ⊕ [011 000 100 100 000 111] = [011 111 101 100 100 111]
|  82 | KTHLLE | KELLIE | KTRLSE | [011 111 001 100 100 000] ⊕ [011 000 100 100 010 000] = [011 111 101 100 110 000]
|  83 | KTHLLE | KELTER | KTRTLR | [011 111 001 100 100 000] ⊕ [011 000 100 111 000 101] = [011 111 101 111 100 101]
|  84 | KTHLLE | KELTIE | KTRTSE | [011 111 001 100 100 000] ⊕ [011 000 100 111 010 000] = [011 111 101 111 110 000]
|  85 | KTHLLE | KERITE | KTRSTE | [011 111 001 100 100 000] ⊕ [011 000 101 010 111 000] = [011 111 101 110 111 000]
|  86 | KTHLLE | KERRIE | KTRRSE | [011 111 001 100 100 000] ⊕ [011 000 101 101 010 000] = [011 111 101 101 110 000]
|  87 | KTHLLE | KERRIL | KTRRSL | [011 111 001 100 100 000] ⊕ [011 000 101 101 010 100] = [011 111 101 101 110 100]
|  88 | KTHLLE | KESLIE | KTTLSE | [011 111 001 100 100 000] ⊕ [011 000 110 100 010 000] = [011 111 111 100 110 000]
|  89 | KTHLLE | KESSEL | KTTSLL | [011 111 001 100 100 000] ⊕ [011 000 110 110 000 100] = [011 111 111 110 100 100]
|  90 | KTHLLE | KESTER | KTTTLR | [011 111 001 100 100 000] ⊕ [011 000 110 111 000 101] = [011 111 111 111 100 101]
|  91 | KTHLLE | KETTIE | KTTTSE | [011 111 001 100 100 000] ⊕ [011 000 111 111 010 000] = [011 111 111 111 110 000]
|  92 | KTHLLE | KETTLE | KTTTLE | [011 111 001 100 100 000] ⊕ [011 000 111 111 100 000] = [011 111 111 111 100 000]
|  93 | KTHLLE | KHETHS | KTHTRS | [011 111 001 100 100 000] ⊕ [011 001 000 111 001 110] = [011 111 001 111 101 110]
|  94 | KTHLLE | KIEKIE | KTHTSE | [011 111 001 100 100 000] ⊕ [011 010 000 011 010 000] = [011 111 001 111 110 000]
|  95 | KTHLLE | KIELER | KTHLLR | [011 111 001 100 100 000] ⊕ [011 010 000 100 000 101] = [011 111 001 100 100 101]
|  96 | KTHLLE | KILLER | KTRLLR | [011 111 001 100 100 000] ⊕ [011 010 100 100 000 101] = [011 111 101 100 100 101]
|  97 | KTHLLE | KILLIE | KTRLSE | [011 111 001 100 100 000] ⊕ [011 010 100 100 010 000] = [011 111 101 100 110 000]
|  98 | KTHLLE | KILTER | KTRTLR | [011 111 001 100 100 000] ⊕ [011 010 100 111 000 101] = [011 111 101 111 100 101]
|  99 | KTHLLE | KILTIE | KTRTSE | [011 111 001 100 100 000] ⊕ [011 010 100 111 010 000] = [011 111 101 111 110 000]
| 100 | KTHLLE | KIRKER | KTRTLR | [011 111 001 100 100 000] ⊕ [011 010 101 011 000 101] = [011 111 101 111 100 101]
| 101 | KTHLLE | KIRSTI | KTRSTI | [011 111 001 100 100 000] ⊕ [011 010 101 110 111 010] = [011 111 101 110 111 010]
| 102 | KTHLLE | KIRTLE | KTRTLE | [011 111 001 100 100 000] ⊕ [011 010 101 111 100 000] = [011 111 101 111 100 000]
| 103 | KTHLLE | KISHKE | KTTRTE | [011 111 001 100 100 000] ⊕ [011 010 110 001 011 000] = [011 111 111 101 111 000]
| 104 | KTHLLE | KISSEE | KTTSLE | [011 111 001 100 100 000] ⊕ [011 010 110 110 000 000] = [011 111 111 110 100 000]
| 105 | KTHLLE | KISSEL | KTTSLL | [011 111 001 100 100 000] ⊕ [011 010 110 110 000 100] = [011 111 111 110 100 100]
| 106 | KTHLLE | KISSER | KTTSLR | [011 111 001 100 100 000] ⊕ [011 010 110 110 000 101] = [011 111 111 110 100 101]
| 107 | KTHLLE | KISSES | KTTSLS | [011 111 001 100 100 000] ⊕ [011 010 110 110 000 110] = [011 111 111 110 100 110]
| 108 | KTHLLE | KISSIE | KTTSSE | [011 111 001 100 100 000] ⊕ [011 010 110 110 010 000] = [011 111 111 110 110 000]
| 109 | KTHLLE | KITERS | KTTLRS | [011 111 001 100 100 000] ⊕ [011 010 111 000 101 110] = [011 111 111 100 101 110]
| 110 | KTHLLE | KITHES | KTTRLS | [011 111 001 100 100 000] ⊕ [011 010 111 001 000 110] = [011 111 111 101 100 110]
| 111 | KTHLLE | KITISH | KTTSSH | [011 111 001 100 100 000] ⊕ [011 010 111 010 110 001] = [011 111 111 110 110 001]
| 112 | KTHLLE | KITTEL | KTTTLL | [011 111 001 100 100 000] ⊕ [011 010 111 111 000 100] = [011 111 111 111 100 100]
| 113 | KTHLLE | KITTER | KTTTLR | [011 111 001 100 100 000] ⊕ [011 010 111 111 000 101] = [011 111 111 111 100 101]
| 114 | KTHLLE | KITTIE | KTTTSE | [011 111 001 100 100 000] ⊕ [011 010 111 111 010 000] = [011 111 111 111 110 000]
| 115 | KTHLLE | KITTLE | KTTTLE | [011 111 001 100 100 000] ⊕ [011 010 111 111 100 000] = [011 111 111 111 100 000]
| 116 | KTHLLE | KLEIST | KTHSST | [011 111 001 100 100 000] ⊕ [011 100 000 010 110 111] = [011 111 001 110 110 111]
| 117 | KTHLLE | KREESE | KTHLSE | [011 111 001 100 100 000] ⊕ [011 101 000 000 110 000] = [011 111 001 100 110 000]
| 118 | KTHLLE | KRILLS | KTKLLS | [011 111 001 100 100 000] ⊕ [011 101 010 100 100 110] = [011 111 011 100 100 110]
| 119 | KTHLLE | KRISES | KTKSLS | [011 111 001 100 100 000] ⊕ [011 101 010 110 000 110] = [011 111 011 110 100 110]
| 120 | KTHLLE | KRISTE | KTKSTE | [011 111 001 100 100 000] ⊕ [011 101 010 110 111 000] = [011 111 011 110 111 000]
| 121 | KTHLLE | KRISTI | KTKSTI | [011 111 001 100 100 000] ⊕ [011 101 010 110 111 010] = [011 111 011 110 111 010]
| 122 | KTHLLE | LEESER | TTHSLR | [011 111 001 100 100 000] ⊕ [100 000 000 110 000 101] = [111 111 001 110 100 101]
| 123 | KTHLLE | LEETLE | TTHTLE | [011 111 001 100 100 000] ⊕ [100 000 000 111 100 000] = [111 111 001 111 100 000]
| 124 | KTHLLE | LEHRER | TTHRLR | [011 111 001 100 100 000] ⊕ [100 000 001 101 000 101] = [111 111 001 101 100 101]
| 125 | KTHLLE | LEISER | TTKSLR | [011 111 001 100 100 000] ⊕ [100 000 010 110 000 101] = [111 111 011 110 100 101]
| 126 | KTHLLE | LEITER | TTKTLR | [011 111 001 100 100 000] ⊕ [100 000 010 111 000 101] = [111 111 011 111 100 101]
| 127 | KTHLLE | LEKKER | TTKTLR | [011 111 001 100 100 000] ⊕ [100 000 011 011 000 101] = [111 111 011 111 100 101]
| 128 | KTHLLE | LELITH | TTRSTH | [011 111 001 100 100 000] ⊕ [100 000 100 010 111 001] = [111 111 101 110 111 001]
| 129 | KTHLLE | LERRET | TTRRLT | [011 111 001 100 100 000] ⊕ [100 000 101 101 000 111] = [111 111 101 101 100 111]
| 130 | KTHLLE | LESLEE | TTTLLE | [011 111 001 100 100 000] ⊕ [100 000 110 100 000 000] = [111 111 111 100 100 000]
| 131 | KTHLLE | LESLIE | TTTLSE | [011 111 001 100 100 000] ⊕ [100 000 110 100 010 000] = [111 111 111 100 110 000]
| 132 | KTHLLE | LESSEE | TTTSLE | [011 111 001 100 100 000] ⊕ [100 000 110 110 000 000] = [111 111 111 110 100 000]
| 133 | KTHLLE | LESSER | TTTSLR | [011 111 001 100 100 000] ⊕ [100 000 110 110 000 101] = [111 111 111 110 100 101]
| 134 | KTHLLE | LESSES | TTTSLS | [011 111 001 100 100 000] ⊕ [100 000 110 110 000 110] = [111 111 111 110 100 110]
| 135 | KTHLLE | LESTER | TTTTLR | [011 111 001 100 100 000] ⊕ [100 000 110 111 000 101] = [111 111 111 111 100 101]
| 136 | KTHLLE | LETHES | TTTRLS | [011 111 001 100 100 000] ⊕ [100 000 111 001 000 110] = [111 111 111 101 100 110]
| 137 | KTHLLE | LETTER | TTTTLR | [011 111 001 100 100 000] ⊕ [100 000 111 111 000 101] = [111 111 111 111 100 101]
| 138 | KTHLLE | LETTIE | TTTTSE | [011 111 001 100 100 000] ⊕ [100 000 111 111 010 000] = [111 111 111 111 110 000]
| 139 | KTHLLE | LIERRE | TTHRRE | [011 111 001 100 100 000] ⊕ [100 010 000 101 101 000] = [111 111 001 101 101 000]
| 140 | KTHLLE | LIKERS | TTKLRS | [011 111 001 100 100 000] ⊕ [100 010 011 000 101 110] = [111 111 011 100 101 110]
| 141 | KTHLLE | LIKEST | TTKLST | [011 111 001 100 100 000] ⊕ [100 010 011 000 110 111] = [111 111 011 100 110 111]
| 142 | KTHLLE | LIKKER | TTKTLR | [011 111 001 100 100 000] ⊕ [100 010 011 011 000 101] = [111 111 011 111 100 101]
| 143 | KTHLLE | LILIES | TTRSLS | [011 111 001 100 100 000] ⊕ [100 010 100 010 000 110] = [111 111 101 110 100 110]
| 144 | KTHLLE | LILITH | TTRSTH | [011 111 001 100 100 000] ⊕ [100 010 100 010 111 001] = [111 111 101 110 111 001]
| 145 | KTHLLE | LILLIE | TTRLSE | [011 111 001 100 100 000] ⊕ [100 010 100 100 010 000] = [111 111 101 100 110 000]
| 146 | KTHLLE | LILLIS | TTRLSS | [011 111 001 100 100 000] ⊕ [100 010 100 100 010 110] = [111 111 101 100 110 110]
| 147 | KTHLLE | LISERE | TTTLRE | [011 111 001 100 100 000] ⊕ [100 010 110 000 101 000] = [111 111 111 100 101 000]
| 148 | KTHLLE | LISLES | TTTLLS | [011 111 001 100 100 000] ⊕ [100 010 110 100 000 110] = [111 111 111 100 100 110]
| 149 | KTHLLE | LISSES | TTTSLS | [011 111 001 100 100 000] ⊕ [100 010 110 110 000 110] = [111 111 111 110 100 110]
| 150 | KTHLLE | LISSIE | TTTSSE | [011 111 001 100 100 000] ⊕ [100 010 110 110 010 000] = [111 111 111 110 110 000]
| 151 | KTHLLE | LISTEL | TTTTLL | [011 111 001 100 100 000] ⊕ [100 010 110 111 000 100] = [111 111 111 111 100 100]
| 152 | KTHLLE | LISTER | TTTTLR | [011 111 001 100 100 000] ⊕ [100 010 110 111 000 101] = [111 111 111 111 100 101]
| 153 | KTHLLE | LISTIE | TTTTSE | [011 111 001 100 100 000] ⊕ [100 010 110 111 010 000] = [111 111 111 111 110 000]
| 154 | KTHLLE | LITERS | TTTLRS | [011 111 001 100 100 000] ⊕ [100 010 111 000 101 110] = [111 111 111 100 101 110]
| 155 | KTHLLE | LITHER | TTTRLR | [011 111 001 100 100 000] ⊕ [100 010 111 001 000 101] = [111 111 111 101 100 101]
| 156 | KTHLLE | LITRES | TTTRLS | [011 111 001 100 100 000] ⊕ [100 010 111 101 000 110] = [111 111 111 101 100 110]
| 157 | KTHLLE | LITTER | TTTTLR | [011 111 001 100 100 000] ⊕ [100 010 111 111 000 101] = [111 111 111 111 100 101]
| 158 | KTHLLE | LITTLE | TTTTLE | [011 111 001 100 100 000] ⊕ [100 010 111 111 100 000] = [111 111 111 111 100 000]
| 159 | KTHLLE | LITTRE | TTTTRE | [011 111 001 100 100 000] ⊕ [100 010 111 111 101 000] = [111 111 111 111 101 000]
| 160 | KTHLLE | REEHER | TTHRLR | [011 111 001 100 100 000] ⊕ [101 000 000 001 000 101] = [111 111 001 101 100 101]
| 161 | KTHLLE | REEKER | TTHTLR | [011 111 001 100 100 000] ⊕ [101 000 000 011 000 101] = [111 111 001 111 100 101]
| 162 | KTHLLE | REELER | TTHLLR | [011 111 001 100 100 000] ⊕ [101 000 000 100 000 101] = [111 111 001 100 100 101]
| 163 | KTHLLE | REESLE | TTHSLE | [011 111 001 100 100 000] ⊕ [101 000 000 110 100 000] = [111 111 001 110 100 000]
| 164 | KTHLLE | REESTS | TTHSTS | [011 111 001 100 100 000] ⊕ [101 000 000 110 111 110] = [111 111 001 110 111 110]
| 165 | KTHLLE | REETLE | TTHTLE | [011 111 001 100 100 000] ⊕ [101 000 000 111 100 000] = [111 111 001 111 100 000]
| 166 | KTHLLE | REHEEL | TTHLLL | [011 111 001 100 100 000] ⊕ [101 000 001 000 000 100] = [111 111 001 100 100 100]
| 167 | KTHLLE | REHETE | TTHLTE | [011 111 001 100 100 000] ⊕ [101 000 001 000 111 000] = [111 111 001 100 111 000]
| 168 | KTHLLE | REHIRE | TTHSRE | [011 111 001 100 100 000] ⊕ [101 000 001 010 101 000] = [111 111 001 110 101 000]
| 169 | KTHLLE | REISER | TTKSLR | [011 111 001 100 100 000] ⊕ [101 000 010 110 000 101] = [111 111 011 110 100 101]
| 170 | KTHLLE | REITER | TTKTLR | [011 111 001 100 100 000] ⊕ [101 000 010 111 000 101] = [111 111 011 111 100 101]
| 171 | KTHLLE | REKHTI | TTKRTI | [011 111 001 100 100 000] ⊕ [101 000 011 001 111 010] = [111 111 011 101 111 010]
| 172 | KTHLLE | REKILL | TTKSLL | [011 111 001 100 100 000] ⊕ [101 000 011 010 100 100] = [111 111 011 110 100 100]
| 173 | KTHLLE | REKISS | TTKSSS | [011 111 001 100 100 000] ⊕ [101 000 011 010 110 110] = [111 111 011 110 110 110]
| 174 | KTHLLE | RELETS | TTRLTS | [011 111 001 100 100 000] ⊕ [101 000 100 000 111 110] = [111 111 101 100 111 110]
| 175 | KTHLLE | RELIER | TTRSLR | [011 111 001 100 100 000] ⊕ [101 000 100 010 000 101] = [111 111 101 110 100 101]
| 176 | KTHLLE | RELIES | TTRSLS | [011 111 001 100 100 000] ⊕ [101 000 100 010 000 110] = [111 111 101 110 100 110]
| 177 | KTHLLE | RELISH | TTRSSH | [011 111 001 100 100 000] ⊕ [101 000 100 010 110 001] = [111 111 101 110 110 001]
| 178 | KTHLLE | RELIST | TTRSST | [011 111 001 100 100 000] ⊕ [101 000 100 010 110 111] = [111 111 101 110 110 111]
| 179 | KTHLLE | REREEL | TTRLLL | [011 111 001 100 100 000] ⊕ [101 000 101 000 000 100] = [111 111 101 100 100 100]
| 180 | KTHLLE | RERISE | TTRSSE | [011 111 001 100 100 000] ⊕ [101 000 101 010 110 000] = [111 111 101 110 110 000]
| 181 | KTHLLE | RESEEK | TTTLLK | [011 111 001 100 100 000] ⊕ [101 000 110 000 000 011] = [111 111 111 100 100 011]
| 182 | KTHLLE | RESEES | TTTLLS | [011 111 001 100 100 000] ⊕ [101 000 110 000 000 110] = [111 111 111 100 100 110]
| 183 | KTHLLE | RESELL | TTTLLL | [011 111 001 100 100 000] ⊕ [101 000 110 000 100 100] = [111 111 111 100 100 100]
| 184 | KTHLLE | RESETS | TTTLTS | [011 111 001 100 100 000] ⊕ [101 000 110 000 111 110] = [111 111 111 100 111 110]
| 185 | KTHLLE | RESHES | TTTRLS | [011 111 001 100 100 000] ⊕ [101 000 110 001 000 110] = [111 111 111 101 100 110]
| 186 | KTHLLE | RESILE | TTTSLE | [011 111 001 100 100 000] ⊕ [101 000 110 010 100 000] = [111 111 111 110 100 000]
| 187 | KTHLLE | RESIST | TTTSST | [011 111 001 100 100 000] ⊕ [101 000 110 010 110 111] = [111 111 111 110 110 111]
| 188 | KTHLLE | RESITE | TTTSTE | [011 111 001 100 100 000] ⊕ [101 000 110 010 111 000] = [111 111 111 110 111 000]
| 189 | KTHLLE | RESTER | TTTTLR | [011 111 001 100 100 000] ⊕ [101 000 110 111 000 101] = [111 111 111 111 100 101]
